    0.5532000E+00002    0.4680002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5300000E+00002    0.7000002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5532000E+00002    0.4680002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5300000E+00002    0.7000002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5532000E+00002    0.4680002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5300000E+00002    0.7000002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5532000E+00002    0.4680002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5300000E+00002    0.7000002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5532000E+00002    0.4680002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5300000E+00002    0.7000002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5532000E+00002    0.4680002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5300000E+00002    0.7000002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5532000E+00002    0.4680002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5300000E+00002    0.7000002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5532000E+00002    0.4680002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5300000E+00002    0.7000002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5630400E+00002    0.3696002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5512400E+00002    0.4876002E+00001
    0.5394400E+00002    0.6056002E+00001
    0.5532000E+00002    0.4680002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5416000E+00002    0.5840002E+00001
    0.5300000E+00002    0.7000002E+00001
