# column2  
#           x                    probability
2.877032995599999765e+01 2.711780407977201421e-02
2.882011274799999967e+01 2.751954932539826468e-02
2.886989553999999814e+01 2.310035162350784418e-02
2.891967833199999660e+01 2.551082309726700886e-02
2.896946112399999862e+01 2.510907785163896122e-02
2.901924391600000064e+01 2.832303981665077255e-02
2.906902670799999910e+01 2.892565768508808394e-02
2.911880949999999757e+01 2.571169572008013410e-02
2.916859229199999959e+01 2.812216719383764385e-02
2.921837508399999805e+01 2.370296949194717825e-02
2.926815787599999652e+01 2.651518621133263504e-02
2.931794066799999854e+01 2.952827555352741801e-02
2.936772346000000056e+01 2.249773375507011647e-02
2.941750625199999902e+01 2.370296949194717825e-02
2.946728904399999749e+01 2.993002079915577790e-02
2.951707183599999951e+01 2.852391243946186122e-02
2.956685462800000153e+01 2.772042194821139338e-02
2.961663741999999644e+01 2.611344096570638457e-02
2.966642021199999846e+01 2.792129457102252715e-02
2.971620300400000048e+01 2.852391243946389779e-02
2.976598579599999894e+01 2.812216719383563851e-02
2.981576858799999741e+01 2.751954932539826468e-02
2.986555137999999943e+01 2.530995047445207605e-02
2.991533417200000144e+01 2.430558736038825052e-02
2.996511696399999636e+01 2.490820522882762969e-02
3.001489975599999838e+01 2.591256834289141012e-02
3.006468254800000039e+01 2.671605883414576027e-02
3.011446533999999886e+01 2.671605883414385554e-02
3.016424813199999733e+01 2.832303981665077255e-02
3.021403092399999935e+01 2.751954932539630097e-02
3.026381371600000136e+01 2.812216719383764385e-02
3.031359650799999628e+01 2.510907785164075492e-02
3.036337929999999830e+01 2.109162539537672715e-02
3.041316209200000031e+01 2.510907785164075492e-02
3.046294488399999878e+01 2.832303981664874640e-02
3.051272767599999725e+01 2.289947900069637041e-02
3.056251046799999926e+01 2.892565768508808394e-02
3.061229326000000128e+01 2.812216719383764385e-02
3.066207605199999620e+01 2.711780407977201421e-02
3.071185884399999821e+01 2.390384211476028961e-02
3.076164163600000023e+01 2.792129457102451862e-02
3.081142442799999870e+01 2.410471473757340444e-02
3.086120721999999716e+01 2.430558736038825052e-02
3.091099001199999918e+01 2.490820522882584986e-02
3.096077280400000120e+01 2.410471473757512181e-02
3.101055559599999611e+01 2.390384211476199658e-02
3.106033838799999813e+01 2.189511588662917257e-02
3.111012118000000015e+01 2.631431358851951327e-02
3.115990397199999862e+01 2.691693145695696690e-02
3.120968676399999708e+01 2.631431358851951327e-02
3.125946955599999910e+01 2.370296949194717825e-02
3.130925234800000112e+01 2.591256834289325933e-02
3.135903513999999603e+01 2.310035162350949564e-02
3.140881793199999805e+01 2.209598850944228740e-02
3.145860072400000007e+01 2.812216719383764385e-02
3.150838351599999854e+01 2.350209686913407037e-02
3.155816630799999700e+01 2.350209686913574264e-02
3.160794909999999902e+01 2.972914817634053283e-02
3.165773189200000104e+01 2.852391243946389779e-02
3.170751468399999951e+01 2.651518621133074419e-02
3.175729747599999797e+01 2.812216719383764385e-02
3.180708026799999999e+01 2.289947900069637041e-02
3.185686305999999846e+01 2.792129457102252715e-02
3.190664585199999692e+01 2.611344096570638457e-02
3.195642864399999894e+01 2.571169572007829529e-02
3.200621143600000096e+01 2.048900752693739308e-02
3.205599422800000298e+01 2.711780407977008173e-02
3.210577702000000500e+01 2.530995047445568774e-02
3.215555981199999991e+01 2.671605883414385554e-02
3.220534260400000193e+01 2.631431358851763283e-02
3.225512539599999684e+01 2.470733260601626693e-02
3.230490818799999886e+01 2.510907785163896122e-02
3.235469098000000088e+01 2.772042194820941233e-02
3.240447377200000290e+01 2.611344096570452147e-02
3.245425656400000491e+01 2.751954932540023185e-02
3.250403935599999983e+01 2.691693145695696690e-02
3.255382214800000185e+01 2.571169572007829529e-02
3.260360493999999676e+01 2.631431358852138677e-02
3.265338773199999878e+01 3.133612915884542716e-02
3.270317052400000080e+01 2.932740293071430665e-02
3.275295331600000281e+01 2.651518621133074419e-02
3.280273610800000483e+01 2.551082309726882685e-02
3.285251889999999975e+01 2.370296949194717825e-02
3.290230169200000176e+01 2.631431358851763283e-02
3.295208448399999668e+01 2.691693145696081105e-02
3.300186727599999870e+01 2.410471473757340444e-02
3.305165006800000072e+01 2.772042194820941233e-02
3.310143286000000273e+01 2.611344096570452147e-02
3.315121565200000475e+01 2.551082309726882685e-02
3.320099844399999967e+01 2.812216719383563851e-02
3.325078123600000168e+01 2.510907785163896122e-02
3.330056402799999660e+01 3.033176604478419330e-02
3.335034681999999862e+01 2.591256834289141012e-02
3.340012961200000063e+01 2.952827555352741801e-02
3.344991240400000265e+01 2.490820522882584986e-02
3.349969519600000467e+01 2.691693145696081105e-02
3.354947798799999958e+01 2.691693145695696690e-02
3.359926078000000160e+01 2.450645998319963062e-02
3.364904357199999652e+01 2.631431358852138677e-02
3.369882636399999853e+01 2.370296949194717825e-02
3.374860915600000055e+01 2.812216719383563851e-02
3.379839194800000257e+01 2.852391243946186122e-02
3.384817474000000459e+01 2.772042194821337097e-02
3.389795753199999950e+01 2.330122424632095901e-02
3.394774032400000152e+01 2.310035162350784418e-02
3.399752311599999643e+01 2.671605883414767194e-02
3.404730590799999845e+01 3.053263866759297826e-02
3.409708870000000047e+01 2.470733260601273851e-02
3.414687149200000249e+01 2.249773375506851011e-02
3.419665428400000451e+01 2.530995047445568774e-02
3.424643707599999942e+01 2.711780407977008173e-02
3.429621986800000144e+01 2.631431358851763283e-02
3.434600265999999635e+01 2.430558736038998524e-02
3.439578545199999837e+01 2.611344096570452147e-02
3.444556824400000039e+01 2.691693145695696690e-02
3.449535103600000241e+01 2.912653030790119876e-02
3.454513382800000443e+01 2.269860637788486193e-02
3.459491661999999934e+01 2.852391243946186122e-02
3.464469941200000136e+01 2.370296949194717825e-02
3.469448220399999627e+01 2.330122424632428274e-02
3.474426499599999829e+01 2.249773375506851011e-02
3.479404778800000031e+01 2.812216719383563851e-02
3.484383058000000233e+01 2.370296949194717825e-02
3.489361337200000435e+01 2.450645998320312782e-02
3.494339616399999926e+01 2.691693145695696690e-02
3.499317895600000128e+01 2.751954932539630097e-02
3.504296174799999619e+01 2.289947900069800105e-02
3.509274453999999821e+01 2.530995047445207605e-02
3.514252733200000023e+01 2.229686113225539876e-02
3.519231012400000225e+01 2.631431358851763283e-02
3.524209291600000427e+01 2.269860637788486193e-02
3.529187570799999918e+01 2.832303981664874640e-02
3.534165850000000120e+01 2.671605883414385554e-02
3.539144129199999611e+01 2.571169572008196597e-02
3.544122408399999813e+01 2.872478506227497258e-02
3.549100687600000015e+01 2.832303981664874640e-02
3.554078966800000217e+01 3.093438391321920444e-02
3.559057246000000418e+01 2.490820522882940605e-02
3.564035525199999910e+01 2.189511588662917257e-02
3.569013804400000112e+01 2.571169572007829529e-02
3.573992083599999603e+01 2.912653030790535516e-02
3.578970362799999805e+01 2.671605883414385554e-02
3.583948642000000007e+01 2.912653030790119876e-02
3.588926921200000209e+01 2.892565768508808394e-02
3.593905200400000410e+01 2.390384211476370355e-02
3.598883479599999902e+01 2.490820522882584986e-02
3.603861758800000104e+01 2.591256834289141012e-02
3.608840037999999595e+01 2.832303981665279177e-02
3.613818317199999797e+01 2.872478506227497258e-02
3.618796596399999999e+01 2.792129457102252715e-02
3.623774875600000200e+01 2.671605883414385554e-02
