    0.9374851E+00001    0.4751815E+00002
    0.5763376E+00001    0.4219991E+00002
    0.7508618E+00001    0.4158852E+00002
    0.7251482E+00001    0.2761265E+00002
    0.2228513E+00001    0.3365326E+00002
    0.3346886E+00001    0.2124856E+00002
    0.6058852E+00001    0.5131922E+00002
    0.6695725E+00001    0.4089584E+00002
    0.6370398E+00001    0.1967186E+00002
    0.8400392E+00001    0.4636426E+00002
    0.5417320E+00001    0.3362010E+00002
    0.4960480E+00001    0.3377616E+00002
    0.5760461E+00001    0.3443620E+00002
    0.4744921E+00001    0.3403351E+00002
    0.4025723E+00001    0.3344956E+00002
    0.3920047E+00001    0.3366475E+00002
    0.4574142E+00001    0.3428373E+00002
    0.3543780E+00001    0.3391283E+00002
    0.4345292E+00001    0.3370513E+00002
    0.3822944E+00001    0.3387111E+00002
    0.3490852E+00001    0.2736322E+00002
    0.6505783E+00001    0.1987555E+00002
    0.5678576E+00001    0.1917314E+00002
    0.6081425E+00001    0.2026257E+00002
    0.7902238E+00001    0.2035341E+00002
    0.7669073E+00001    0.4891454E+00002
    0.8821425E+00001    0.2841855E+00002
    0.9197567E+00001    0.1155673E+00002
    0.8643893E+00001    0.1244764E+00002
    0.9421486E+00001    0.1214893E+00002
    0.8702593E+00001    0.1311995E+00002
    0.8491982E+00001    0.1110112E+00002
    0.7845148E+00001    0.1205444E+00002
    0.9379528E+00001    0.1189948E+00002
    0.8752690E+00001    0.1282463E+00002
    0.8290166E+00001    0.1643828E+00002
    0.9192396E+00001    0.4779297E+00002
    0.7721688E+00001    0.2827866E+00002
    0.7961556E+00001    0.2803107E+00002
    0.8234026E+00001    0.4663923E+00002
    0.8959675E+00001    0.4849728E+00002
    0.8067556E+00001    0.4734475E+00002
    0.9810311E+00001    0.4768158E+00002
    0.8892245E+00001    0.4653012E+00002
    0.6059536E+00001    0.4185437E+00002
    0.5784129E+00001    0.2641240E+00002
    0.6614596E+00001    0.2747294E+00002
    0.6286858E+00001    0.4270053E+00002
    0.8351612E+00001    0.1732553E+00002
    0.6503057E+00001    0.4288257E+00002
    0.8294811E+00001    0.1674968E+00002
    0.6780546E+00001    0.4244720E+00002
    0.6542392E+00001    0.2108548E+00002
    0.8059695E+00001    0.2225284E+00002
    0.7286459E+00001    0.2208228E+00002
    0.7334534E+00001    0.2138638E+00002
    0.6580984E+00001    0.1974842E+00002
    0.9699394E+00001    0.1195997E+00002
    0.9176050E+00001    0.1282290E+00002
    0.9865515E+00001    0.1249642E+00002
    0.9181454E+00001    0.1344236E+00002
    0.8965075E+00001    0.1146706E+00002
    0.8354948E+00001    0.1239227E+00002
    0.9583515E+00001    0.1206093E+00002
    0.8970942E+00001    0.1297456E+00002
    0.9018768E+00001    0.1749442E+00002
    0.7470917E+00001    0.1469421E+00002
    0.6011091E+00001    0.1419365E+00002
    0.4660595E+00001    0.3451581E+00002
    0.3685625E+00001    0.3414750E+00002
    0.4869370E+00001    0.3276559E+00002
    0.4579840E+00001    0.3294538E+00002
    0.5376492E+00001    0.3358698E+00002
    0.4408670E+00001    0.3320385E+00002
    0.6171176E+00001    0.3675048E+00002
    0.7502186E+00001    0.3753137E+00002
    0.6703276E+00001    0.3713651E+00002
    0.6475611E+00001    0.3644143E+00002
    0.6708581E+00001    0.3687206E+00002
    0.7945053E+00001    0.3765018E+00002
    0.7016596E+00001    0.3722206E+00002
    0.6970332E+00001    0.3655979E+00002
    0.6691428E+00001    0.3710244E+00002
    0.8046642E+00001    0.3790721E+00002
    0.8619426E+00001    0.2494240E+00002
    0.7554350E+00001    0.1176022E+00002
    0.6611168E+00001    0.1285349E+00002
    0.7223059E+00001    0.1104457E+00002
    0.7146412E+00001    0.3748170E+00002
    0.6453192E+00001    0.1208553E+00002
    0.7142540E+00001    0.1123849E+00002
    0.6255337E+00001    0.1231824E+00002
    0.6671507E+00001    0.1075716E+00002
    0.8417378E+00001    0.2572856E+00002
    0.9138900E+00001    0.2516262E+00002
